elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
136620.001229, 9.99981, 47, 7359, 15679.1, 14755, 22609, 32839, 32839, 32839, 0
136630.001815, 10.000586, 37, 10002, 15940.2, 15851, 20520, 21828, 21828, 21828, 0
136640.001333, 9.999518, 36, 7881, 15032.0, 14782, 20703, 27801, 27801, 27801, 0
136650.001315, 9.999982, 46, 7390, 15825.6, 15251, 25097, 26229, 26229, 26229, 0
136660.001196, 9.999881, 35, 8084, 16239.1, 14985, 25637, 29329, 29329, 29329, 0
136670.001595, 10.000399, 50, 9720, 15416.7, 14941, 20395, 23664, 24903, 24903, 0
136680.001275, 9.99968, 31, 11104, 17113.4, 15370, 25396, 36557, 36557, 36557, 0
136690.002805, 10.00153, 44, 8599, 15932.8, 15296, 22804, 26145, 26145, 26145, 0
136700.003801, 10.000996, 41, 8599, 16339.8, 15798, 22296, 30390, 30390, 30390, 0
136710.002371, 9.99857, 39, 10119, 17132.5, 16739, 27470, 30390, 30390, 30390, 0
136720.00031, 9.997939, 43, 9712, 16535.9, 16255, 23409, 26200, 26200, 26200, 0
136730.001279, 10.000969, 43, 10171, 15726.0, 15715, 20602, 24547, 24547, 24547, 0
136740.001236, 9.999957, 37, 10103, 15621.6, 14862, 20825, 28171, 28171, 28171, 0
136750.00228, 10.001044, 41, 10106, 17336.8, 17076, 24296, 30469, 30469, 30469, 0
136760.001184, 9.998904, 31, 11050, 17558.7, 16967, 24711, 32348, 32348, 32348, 0
136770.001301, 10.000117, 36, 5370, 16170.2, 16107, 23275, 30036, 30036, 30036, 0
136780.0013, 9.999999, 36, 9871, 16071.5, 15677, 22413, 24270, 24270, 24270, 0
136790.001251, 9.999951, 45, 7572, 15625.4, 15327, 21644, 22700, 22700, 22700, 0
136800.001441, 10.00019, 40, 8051, 15930.8, 15224, 22480, 24521, 24521, 24521, 0
136810.001242, 9.999801, 52, 9537, 15137.0, 14776, 19701, 23447, 25023, 25023, 0
136820.001395, 10.000153, 48, 10431, 15583.4, 15688, 20041, 22575, 23778, 23778, 0
136830.001583, 10.000188, 47, 9682, 16394.6, 16371, 22063, 22639, 22639, 22639, 0
136840.001623, 10.00004, 35, 10395, 15737.8, 15374, 18709, 23150, 23150, 23150, 0
136850.001634, 10.000011, 41, 12038, 15512.5, 14953, 18736, 22258, 22258, 22258, 0
136860.001199, 9.999565, 44, 7563, 14607.6, 13890, 21589, 22645, 22645, 22645, 0
136870.001322, 10.000123, 50, 10696, 16322.1, 15520, 21765, 25673, 26039, 26039, 0
136880.001483, 10.000161, 49, 9490, 16806.7, 15904, 23842, 28627, 37194, 37194, 0
136890.001655, 10.000172, 53, 7988, 16303.9, 15264, 25530, 28597, 32164, 32164, 0
136900.001224, 9.999569, 43, 10268, 15577.1, 14857, 20872, 24810, 24810, 24810, 0
136910.001303, 10.000079, 54, 8690, 15714.0, 15188, 20534, 26846, 27386, 27386, 0
136920.001441, 10.000138, 45, 7518, 15527.4, 14316, 24427, 27386, 27386, 27386, 0
136930.001298, 9.999857, 36, 10314, 15872.7, 15434, 20637, 24820, 24820, 24820, 0
136940.001227, 9.999929, 40, 10303, 15638.8, 15627, 20523, 23069, 23069, 23069, 0
136950.001976, 10.000749, 41, 10625, 16408.3, 14659, 25087, 29364, 29364, 29364, 0
136960.002247, 10.000271, 37, 8694, 14808.9, 14533, 19082, 31998, 31998, 31998, 0
136970.001291, 9.999044, 33, 11277, 15304.7, 14492, 19960, 22430, 22430, 22430, 0
136980.001383, 10.000092, 46, 9536, 16658.2, 16127, 27135, 29612, 29612, 29612, 0
136990.001318, 9.999935, 46, 7195, 15779.6, 15422, 23342, 25021, 25021, 25021, 0
137000.001814, 10.000496, 39, 10317, 15668.8, 15088, 20897, 23963, 23963, 23963, 0
137010.00145, 9.999636, 34, 7044, 15597.8, 14830, 21701, 22513, 22513, 22513, 0
137020.001706, 10.000256, 35, 8500, 15277.4, 15052, 19809, 22251, 22251, 22251, 0
137030.001273, 9.999567, 37, 10940, 15586.7, 14935, 21895, 23785, 23785, 23785, 0
137040.002395, 10.001122, 33, 11473, 16455.5, 15266, 20828, 28700, 28700, 28700, 0
137050.001814, 9.999419, 34, 7599, 15557.2, 14872, 21669, 27549, 27549, 27549, 0
137060.001566, 9.999752, 48, 7994, 16114.4, 15938, 23641, 27270, 27270, 27270, 0
137070.00125, 9.999684, 44, 8916, 16079.8, 15226, 23593, 31811, 31811, 31811, 0
137080.001439, 10.000189, 33, 9132, 16546.7, 15965, 24212, 31811, 31811, 31811, 0
137090.001281, 9.999842, 47, 7984, 16307.1, 15491, 23263, 31129, 31129, 31129, 0
137100.001643, 10.000362, 33, 6859, 16291.1, 16170, 22396, 23868, 23868, 23868, 0
137110.001351, 9.999708, 53, 9260, 16462.6, 15316, 22266, 24434, 37134, 37134, 0
137120.001927, 10.000576, 43, 9098, 15900.4, 15272, 21025, 28166, 28166, 28166, 0
137130.001536, 9.999609, 42, 8142, 15800.0, 15748, 21621, 23181, 23181, 23181, 0
137140.002118, 10.000582, 42, 8399, 14611.5, 14096, 21479, 22981, 22981, 22981, 0
137150.001519, 9.999401, 47, 9806, 15955.8, 15231, 22981, 24113, 26740, 26740, 0
137160.001373, 9.999854, 35, 9643, 17504.6, 16974, 24152, 36853, 36853, 36853, 0
137170.00129, 9.999917, 37, 9935, 16353.8, 15466, 24173, 30189, 30189, 30189, 0
137180.00119, 9.9999, 43, 7109, 16753.5, 16122, 24327, 26172, 26172, 26172, 0
137190.001273, 10.000083, 45, 7109, 15206.9, 14630, 23581, 35656, 35656, 35656, 0
137200.001273, 10.0, 41, 10557, 16555.2, 15237, 24548, 27337, 27337, 27337, 0
137210.001631, 10.000358, 44, 10337, 17889.8, 16102, 28199, 44032, 44032, 44032, 0
137220.00132, 9.999689, 32, 8479, 15623.3, 14820, 20702, 28603, 28603, 28603, 0
137230.001172, 9.999852, 38, 9482, 16059.3, 15649, 22387, 33077, 33077, 33077, 0
137240.00153, 10.000358, 51, 9079, 15641.8, 15977, 20843, 23737, 25443, 25443, 0
137250.00123, 9.9997, 34, 11194, 16309.6, 15726, 22004, 22972, 22972, 22972, 0
137260.001911, 10.000681, 43, 8740, 15186.7, 14273, 22668, 25467, 25467, 25467, 0
137270.001247, 9.999336, 38, 7138, 14850.4, 14154, 19602, 25696, 25696, 25696, 0
137280.0013, 10.000053, 48, 10155, 16884.4, 16263, 25599, 27910, 27910, 27910, 0
137290.001354, 10.000054, 42, 9484, 16432.3, 16229, 21994, 26831, 26831, 26831, 0
137300.001609, 10.000255, 42, 7872, 15861.0, 14705, 26261, 30829, 30829, 30829, 0
137310.002587, 10.000978, 46, 6452, 15656.1, 15375, 22169, 30544, 30544, 30544, 0
137320.001366, 9.998779, 35, 6452, 15454.0, 14238, 24661, 26197, 26197, 26197, 0
137330.001322, 9.999956, 46, 9176, 16326.8, 15295, 24849, 26040, 26040, 26040, 0
137340.001309, 9.999987, 56, 7750, 15754.8, 15003, 24162, 26787, 27946, 27946, 0
137350.001175, 9.999866, 34, 10630, 16761.0, 15653, 24162, 27946, 27946, 27946, 0
137360.001691, 10.000516, 38, 9985, 16808.0, 15197, 26407, 29659, 29659, 29659, 0
137370.001937, 10.000246, 36, 9321, 15747.4, 15321, 22716, 26540, 26540, 26540, 0
137380.001914, 9.999977, 44, 7719, 16508.1, 16187, 23416, 30844, 30844, 30844, 0
137390.001471, 9.999557, 35, 11644, 17055.3, 16485, 25092, 30844, 30844, 30844, 0
137400.001193, 9.999722, 42, 10925, 16774.9, 16552, 23271, 23653, 23653, 23653, 0
137410.001206, 10.000013, 38, 7663, 15841.9, 16254, 21854, 25479, 25479, 25479, 0
137420.001244, 10.000038, 35, 10634, 16161.8, 15741, 21780, 29006, 29006, 29006, 0
137430.001216, 9.999972, 33, 9045, 16797.6, 15231, 28261, 30154, 30154, 30154, 0
137440.001954, 10.000738, 40, 11525, 16423.1, 15480, 21739, 30574, 30574, 30574, 0
137450.001864, 9.99991, 39, 11676, 16171.3, 15446, 20667, 23209, 23209, 23209, 0
137460.001488, 9.999624, 32, 12068, 15882.1, 15194, 20089, 22368, 22368, 22368, 0
137470.001381, 9.999893, 35, 9932, 16508.4, 16092, 23651, 26884, 26884, 26884, 0
137480.001187, 9.999806, 42, 8837, 15426.7, 15192, 21626, 22158, 22158, 22158, 0
137490.001228, 10.000041, 44, 7534, 15655.4, 14975, 22352, 24900, 24900, 24900, 0
137500.001652, 10.000424, 32, 9985, 16674.4, 15102, 24834, 29085, 29085, 29085, 0
137510.001226, 9.999574, 45, 7861, 16202.5, 15179, 24581, 35052, 35052, 35052, 0
137520.001675, 10.000449, 41, 9887, 16743.9, 15594, 24071, 27692, 27692, 27692, 0
137530.002277, 10.000602, 33, 7615, 15314.2, 14230, 22324, 28862, 28862, 28862, 0
137540.001767, 9.99949, 53, 8978, 15840.2, 15557, 21133, 28064, 28862, 28862, 0
137550.001389, 9.999622, 30, 10662, 17952.3, 17187, 25971, 27247, 27247, 27247, 0
137560.001848, 10.000459, 44, 9429, 15589.5, 14801, 21957, 31050, 31050, 31050, 0
137570.001994, 10.000146, 35, 10250, 16418.5, 16864, 21114, 26541, 26541, 26541, 0
137580.001254, 9.99926, 39, 11861, 16134.7, 15543, 21108, 23322, 23322, 23322, 0
137590.001342, 10.000088, 43, 9294, 16305.8, 15736, 22987, 28653, 28653, 28653, 0
137600.00122, 9.999878, 52, 7660, 15260.5, 15162, 21787, 22184, 22987, 22987, 0
137610.001338, 10.000118, 35, 11405, 15904.7, 15253, 22594, 28360, 28360, 28360, 0
137620.002092, 10.000754, 45, 9951, 16140.1, 14652, 22813, 32643, 32643, 32643, 0
137630.002253, 10.000161, 40, 8791, 15650.5, 15914, 21786, 24380, 24380, 24380, 0
137640.001325, 9.999072, 48, 10416, 16168.3, 15228, 21217, 31413, 31413, 31413, 0
137650.001531, 10.000206, 39, 10498, 17651.3, 17713, 24947, 33754, 33754, 33754, 0
137660.001576, 10.000045, 48, 10804, 16023.2, 15464, 20794, 33754, 33754, 33754, 0
137670.00138, 9.999804, 33, 8132, 15671.1, 15765, 20352, 22192, 22192, 22192, 0
137680.001276, 9.999896, 38, 9756, 15742.5, 15306, 22939, 24882, 24882, 24882, 0
137690.001234, 9.999958, 38, 9493, 15676.5, 15083, 23054, 27629, 27629, 27629, 0
137700.001247, 10.000013, 36, 11211, 16118.5, 15904, 20007, 23159, 23159, 23159, 0
137710.001203, 9.999956, 38, 9664, 15476.7, 14702, 24006, 31689, 31689, 31689, 0
137720.001471, 10.000268, 41, 9871, 15728.7, 15656, 21568, 23873, 23873, 23873, 0
137730.001705, 10.000234, 38, 7256, 15807.4, 15688, 21175, 23873, 23873, 23873, 0
137740.001553, 9.999848, 50, 10209, 15211.0, 14616, 19695, 20916, 22719, 22719, 0
137750.001318, 9.999765, 35, 12670, 16823.1, 15817, 22271, 26142, 26142, 26142, 0
137760.00132, 10.000002, 43, 10210, 15651.3, 15458, 21791, 26127, 26127, 26127, 0
137770.001273, 9.999953, 38, 7537, 15207.9, 14512, 22531, 26376, 26376, 26376, 0
137780.001278, 10.000005, 36, 8847, 15831.6, 15042, 22531, 24483, 24483, 24483, 0
137790.001446, 10.000168, 35, 9694, 16546.8, 16010, 24115, 29512, 29512, 29512, 0
137800.001184, 9.999738, 35, 8137, 16035.1, 15760, 21391, 27227, 27227, 27227, 0
137810.001438, 10.000254, 46, 6528, 15693.0, 15679, 21195, 24557, 24557, 24557, 0
137820.001318, 9.99988, 40, 8104, 16643.2, 16855, 21236, 30863, 30863, 30863, 0
137830.001318, 10.0, 34, 10656, 16765.3, 15349, 24221, 25849, 25849, 25849, 0
137840.001696, 10.000378, 35, 8568, 15869.3, 15024, 21158, 25849, 25849, 25849, 0
137850.001434, 9.999738, 40, 9985, 16448.2, 15952, 21765, 29521, 29521, 29521, 0
137860.001492, 10.000058, 45, 10282, 16184.5, 15930, 21770, 27367, 27367, 27367, 0
137870.001319, 9.999827, 33, 10431, 15888.4, 14717, 22702, 25016, 25016, 25016, 0
137880.001226, 9.999907, 33, 9902, 17447.1, 16752, 25189, 26938, 26938, 26938, 0
137890.00204, 10.000814, 25, 10191, 17413.0, 16563, 29081, 31954, 31954, 31954, 0
137900.001438, 9.999398, 40, 10264, 17172.0, 15761, 23431, 37086, 37086, 37086, 0
137910.001901, 10.000463, 45, 8576, 16896.3, 16619, 24222, 26631, 26631, 26631, 0
137920.001265, 9.999364, 44, 9205, 15720.2, 15420, 20737, 24509, 24509, 24509, 0
137930.005424, 10.004159, 40, 7873, 15067.7, 15069, 21791, 22907, 22907, 22907, 0
137940.001531, 9.996107, 38, 10530, 15391.1, 14279, 20541, 24363, 24363, 24363, 0
137950.001331, 9.9998, 51, 9115, 15697.8, 15365, 22898, 25217, 25660, 25660, 0
137960.001875, 10.000544, 37, 9052, 16092.2, 15462, 21911, 24075, 24075, 24075, 0
137970.001319, 9.999444, 37, 6684, 15830.3, 14666, 24371, 29061, 29061, 29061, 0
137980.001252, 9.999933, 37, 9255, 16768.1, 15089, 24718, 29189, 29189, 29189, 0
137990.001968, 10.000716, 45, 11558, 16112.9, 15800, 22844, 24446, 24446, 24446, 0
138000.001747, 9.999779, 36, 10948, 16261.0, 15509, 21505, 26663, 26663, 26663, 0
138010.001335, 9.999588, 32, 11852, 16588.1, 16328, 21133, 27143, 27143, 27143, 0
138020.001192, 9.999857, 38, 10118, 16029.5, 15311, 22326, 25467, 25467, 25467, 0
138030.001694, 10.000502, 45, 8962, 16823.1, 16398, 25913, 41054, 41054, 41054, 0
138040.001864, 10.00017, 46, 9734, 15427.0, 15104, 21291, 25934, 25934, 25934, 0
138050.001967, 10.000103, 36, 9344, 14999.4, 15199, 19749, 21454, 21454, 21454, 0
138060.001226, 9.999259, 38, 11705, 17315.9, 16316, 28147, 30355, 30355, 30355, 0
138070.001261, 10.000035, 45, 8456, 16067.3, 15893, 23373, 25191, 25191, 25191, 0
138080.002489, 10.001228, 42, 9217, 15956.1, 14894, 23760, 33631, 33631, 33631, 0
138090.001245, 9.998756, 36, 9233, 15481.5, 14586, 21079, 26465, 26465, 26465, 0
138100.002289, 10.001044, 40, 9156, 16793.1, 15975, 26660, 29754, 29754, 29754, 0
138110.001231, 9.998942, 48, 9592, 16320.1, 15561, 26126, 29963, 29963, 29963, 0
138120.001195, 9.999964, 46, 10369, 16032.5, 15743, 23914, 25171, 25171, 25171, 0
138130.001871, 10.000676, 52, 8198, 16062.9, 15563, 24486, 29910, 32944, 32944, 0
138140.004204, 10.002333, 31, 8289, 15284.7, 15453, 20838, 21494, 21494, 21494, 0
138150.001219, 9.997015, 39, 11767, 17443.8, 15711, 29124, 29801, 29801, 29801, 0
138160.001863, 10.000644, 49, 9801, 15479.4, 14648, 22212, 24218, 29543, 29543, 0
138170.001258, 9.999395, 37, 9801, 15280.0, 14194, 23655, 26005, 26005, 26005, 0
138180.001374, 10.000116, 35, 9596, 15762.4, 15102, 22639, 23189, 23189, 23189, 0
138190.001209, 9.999835, 31, 9514, 17189.7, 15918, 23123, 24864, 24864, 24864, 0
138200.001677, 10.000468, 36, 8550, 16394.3, 15960, 22202, 41566, 41566, 41566, 0
138210.001804, 10.000127, 48, 9296, 15910.7, 15242, 22616, 26905, 26905, 26905, 0
138220.001645, 9.999841, 39, 10897, 16064.8, 15393, 20788, 23807, 23807, 23807, 0
138230.001301, 9.999656, 41, 8004, 15899.6, 14837, 23509, 24907, 24907, 24907, 0
138240.001374, 10.000073, 47, 11248, 18101.8, 17116, 24884, 27293, 27293, 27293, 0
138250.001323, 9.999949, 40, 9333, 15724.8, 15510, 21533, 24667, 24667, 24667, 0
138260.001942, 10.000619, 44, 9632, 17535.9, 16588, 24721, 48244, 48244, 48244, 0
138270.001345, 9.999403, 35, 9682, 15884.4, 16078, 19753, 22511, 22511, 22511, 0
138280.001216, 9.999871, 39, 8115, 16424.1, 16093, 22614, 24407, 24407, 24407, 0
138290.001658, 10.000442, 43, 8288, 15468.7, 14830, 21674, 22620, 22620, 22620, 0
138300.001241, 9.999583, 30, 7363, 16370.5, 15538, 25977, 28739, 28739, 28739, 0
138310.001401, 10.00016, 36, 8244, 15681.8, 14803, 23726, 27005, 27005, 27005, 0
138320.001223, 9.999822, 34, 10266, 16033.1, 15499, 25616, 28813, 28813, 28813, 0
138330.001241, 10.000018, 40, 10158, 16471.4, 15575, 22331, 26054, 26054, 26054, 0
138340.002007, 10.000766, 25, 8262, 17229.5, 16549, 25910, 33270, 33270, 33270, 0
138350.001545, 9.999538, 30, 10853, 16730.3, 15708, 21738, 29557, 29557, 29557, 0
138360.001808, 10.000263, 33, 11345, 17054.9, 16046, 25135, 27855, 27855, 27855, 0
138370.001564, 9.999756, 32, 8206, 15935.5, 15733, 24767, 29551, 29551, 29551, 0
138380.0012, 9.999636, 31, 8207, 14930.3, 14841, 20246, 23470, 23470, 23470, 0
138390.001256, 10.000056, 49, 8037, 15684.4, 15126, 21106, 27653, 28220, 28220, 0
138400.001409, 10.000153, 45, 7909, 16886.8, 16757, 23535, 27785, 27785, 27785, 0
138410.001361, 9.999952, 44, 10309, 16512.6, 15952, 23495, 26811, 26811, 26811, 0
138420.001353, 9.999992, 44, 11165, 16784.1, 16547, 21775, 26368, 26368, 26368, 0
138430.00202, 10.000667, 48, 5750, 15696.7, 16197, 21455, 28852, 28852, 28852, 0
138440.00125, 9.99923, 33, 7207, 16159.2, 15520, 21606, 26740, 26740, 26740, 0
138450.002188, 10.000938, 48, 9918, 16079.6, 15721, 20882, 23264, 23264, 23264, 0
138460.001226, 9.999038, 40, 8075, 15952.0, 16016, 24200, 27382, 27382, 27382, 0
138470.001549, 10.000323, 48, 9148, 15422.3, 15793, 19282, 21784, 22199, 22199, 0
138480.001504, 9.999955, 50, 9954, 16060.3, 15613, 22676, 24597, 25368, 25368, 0
138490.001202, 9.999698, 43, 10283, 15316.6, 14351, 21955, 31360, 31360, 31360, 0
138500.001262, 10.00006, 39, 6963, 15159.6, 14605, 20737, 31922, 31922, 31922, 0
138510.001396, 10.000134, 36, 9960, 16405.4, 16838, 23007, 28632, 28632, 28632, 0
138520.00136, 9.999964, 30, 9410, 16009.3, 16179, 20132, 24684, 24684, 24684, 0
138530.001244, 9.999884, 43, 8014, 16374.6, 15920, 20728, 21825, 21825, 21825, 0
138540.002663, 10.001419, 48, 7305, 17074.7, 16469, 21825, 28548, 29384, 29384, 0
138550.002051, 9.999388, 38, 8769, 15551.2, 14939, 23030, 24158, 24158, 24158, 0
138560.001272, 9.999221, 29, 10793, 14966.5, 14113, 19608, 22999, 22999, 22999, 0
138570.001331, 10.000059, 46, 10191, 15854.5, 15416, 20996, 26062, 26062, 26062, 0
138580.002022, 10.000691, 48, 10168, 16459.9, 15982, 23876, 25155, 51624, 51624, 0
138590.001294, 9.999272, 32, 9811, 16621.1, 16211, 22153, 23824, 23824, 23824, 0
138600.001632, 10.000338, 43, 10759, 17095.5, 16013, 26248, 27166, 27166, 27166, 0
138610.001512, 9.99988, 43, 10598, 17218.2, 15730, 29417, 31728, 31728, 31728, 0
138620.001312, 9.9998, 36, 9825, 16282.2, 15277, 23362, 24557, 24557, 24557, 0
138630.002098, 10.000786, 29, 10219, 16499.4, 16378, 22755, 27441, 27441, 27441, 0
138640.001413, 9.999315, 28, 10675, 15488.1, 14773, 22925, 28604, 28604, 28604, 0
138650.001428, 10.000015, 37, 6398, 15089.7, 14261, 20830, 29556, 29556, 29556, 0
138660.001298, 9.99987, 43, 10130, 15136.3, 14212, 22771, 29556, 29556, 29556, 0
138670.001272, 9.999974, 45, 9519, 15509.7, 15695, 21727, 28386, 28386, 28386, 0
138680.001286, 10.000014, 34, 9141, 16881.4, 15832, 22926, 27144, 27144, 27144, 0
138690.001277, 9.999991, 41, 8555, 16200.0, 16292, 22153, 23388, 23388, 23388, 0
138700.001613, 10.000336, 52, 10434, 15143.5, 14813, 19529, 21586, 30130, 30130, 0
138710.007228, 10.005615, 43, 10968, 16145.7, 15273, 24555, 25521, 25521, 25521, 0
138720.001265, 9.994037, 42, 10269, 16346.7, 16208, 25046, 25864, 25864, 25864, 0
138730.001472, 10.000207, 43, 6319, 16210.7, 15458, 23079, 36204, 36204, 36204, 0
138740.001444, 9.999972, 33, 9441, 16393.9, 15486, 23464, 27541, 27541, 27541, 0
138750.001421, 9.999977, 47, 9782, 15739.5, 15342, 20511, 23464, 23464, 23464, 0
138760.001776, 10.000355, 46, 7011, 15318.4, 14937, 21517, 21978, 23682, 23682, 0
138770.00129, 9.999514, 38, 10195, 17472.7, 17228, 23826, 28682, 28682, 28682, 0
138780.001615, 10.000325, 34, 11000, 16400.1, 15624, 23917, 26237, 26237, 26237, 0
138790.00125, 9.999635, 47, 8611, 15801.5, 15483, 22358, 25545, 25545, 25545, 0
138800.002097, 10.000847, 49, 8216, 15852.8, 15321, 21434, 25657, 28789, 28789, 0
138810.001174, 9.999077, 39, 8216, 16162.3, 14734, 25896, 26976, 26976, 26976, 0
138820.001305, 10.000131, 41, 9140, 16353.4, 15957, 22056, 24051, 24051, 24051, 0
138830.001431, 10.000126, 52, 10373, 16092.6, 15027, 23183, 27214, 31535, 31535, 0
138840.00121, 9.999779, 40, 10829, 17279.8, 16979, 21657, 22563, 22563, 22563, 0
138850.001559, 10.000349, 42, 9733, 15786.8, 15735, 21442, 22562, 22562, 22562, 0
138860.002529, 10.00097, 33, 9098, 15547.3, 15407, 19037, 23401, 23401, 23401, 0
138870.001295, 9.998766, 31, 7050, 15566.2, 14808, 22345, 26071, 26071, 26071, 0
138880.001275, 9.99998, 39, 6425, 16564.9, 16616, 27304, 31792, 31792, 31792, 0
138890.001422, 10.000147, 38, 10080, 16657.2, 15898, 22661, 23751, 23751, 23751, 0
138900.001568, 10.000146, 40, 8424, 16806.4, 16180, 22040, 49570, 49570, 49570, 0
138910.001292, 9.999724, 46, 9771, 16373.7, 15488, 22864, 27876, 27876, 27876, 0
138920.00127, 9.999978, 40, 8933, 17783.3, 17696, 22866, 38871, 38871, 38871, 0
138930.001372, 10.000102, 42, 8717, 16098.5, 14037, 26821, 37181, 37181, 37181, 0
138940.001416, 10.000044, 36, 10197, 15929.1, 14705, 23106, 24716, 24716, 24716, 0
138950.001512, 10.000096, 41, 8043, 15751.7, 15339, 21838, 23112, 23112, 23112, 0
138960.001407, 9.999895, 35, 7617, 15642.2, 15118, 23136, 23456, 23456, 23456, 0
138970.001329, 9.999922, 28, 10462, 16366.9, 15507, 25358, 25729, 25729, 25729, 0
138980.00161, 10.000281, 41, 11497, 16747.6, 15767, 23145, 36225, 36225, 36225, 0
138990.001424, 9.999814, 40, 7902, 15467.5, 15407, 21686, 26217, 26217, 26217, 0
139000.001347, 9.999923, 38, 10599, 15557.8, 14921, 20812, 31399, 31399, 31399, 0
139010.001205, 9.999858, 39, 7130, 15382.7, 14943, 21011, 26931, 26931, 26931, 0
139020.001297, 10.000092, 40, 8162, 16594.9, 16328, 21782, 26697, 26697, 26697, 0
139030.00124, 9.999943, 37, 9946, 15853.7, 15630, 24371, 26697, 26697, 26697, 0
139040.001537, 10.000297, 34, 9946, 16430.8, 16457, 22588, 27044, 27044, 27044, 0
139050.001342, 9.999805, 36, 10921, 16129.8, 15015, 24295, 27585, 27585, 27585, 0
139060.001707, 10.000365, 45, 8409, 15906.3, 15325, 22209, 29303, 29303, 29303, 0
139070.001757, 10.00005, 30, 10950, 16048.5, 15422, 21616, 23857, 23857, 23857, 0
139080.001695, 9.999938, 42, 9002, 16030.2, 15465, 22239, 22840, 22840, 22840, 0
139090.001224, 9.999529, 45, 9846, 15657.3, 15334, 22239, 26784, 26784, 26784, 0
139100.001697, 10.000473, 37, 6174, 16153.9, 15756, 23250, 25467, 25467, 25467, 0
139110.001223, 9.999526, 33, 9210, 16064.7, 15574, 20848, 21953, 21953, 21953, 0
139120.001381, 10.000158, 36, 10410, 16391.9, 15668, 22146, 24133, 24133, 24133, 0
139130.00155, 10.000169, 34, 9254, 15568.0, 15405, 20051, 22634, 22634, 22634, 0
139140.001901, 10.000351, 39, 10388, 15652.8, 15099, 21536, 27957, 27957, 27957, 0
139150.001316, 9.999415, 46, 12523, 16257.0, 16173, 20416, 22635, 22635, 22635, 0
139160.001494, 10.000178, 44, 9727, 15625.9, 15158, 20472, 23057, 23057, 23057, 0
139170.001462, 9.999968, 38, 8083, 16158.3, 15158, 21011, 31647, 31647, 31647, 0
139180.002479, 10.001017, 45, 8083, 15110.5, 14814, 20391, 22003, 22003, 22003, 0
139190.002097, 9.999618, 25, 9753, 15869.4, 16008, 21040, 22185, 22185, 22185, 0
139200.001548, 9.999451, 41, 9149, 16176.1, 16615, 23173, 24398, 24398, 24398, 0
139210.001261, 9.999713, 46, 7721, 14479.6, 14894, 20745, 25701, 25701, 25701, 0
139220.00118, 9.999919, 34, 8336, 16674.4, 15898, 23705, 32686, 32686, 32686, 0
139230.001386, 10.000206, 43, 9535, 16130.4, 15261, 22647, 27731, 27731, 27731, 0
139240.002355, 10.000969, 44, 10732, 15936.4, 15299, 21806, 24019, 24019, 24019, 0
139250.001264, 9.998909, 34, 11975, 16616.0, 16681, 19820, 24006, 24006, 24006, 0
139260.001615, 10.000351, 41, 6544, 15820.8, 15998, 21909, 29287, 29287, 29287, 0
139270.001403, 9.999788, 41, 6986, 15826.2, 15260, 21956, 23558, 23558, 23558, 0
139280.001321, 9.999918, 45, 7828, 16043.1, 15068, 23523, 29017, 29017, 29017, 0
139290.001716, 10.000395, 34, 9464, 16416.1, 15240, 25025, 29991, 29991, 29991, 0
139300.001339, 9.999623, 33, 9999, 16556.7, 15559, 22069, 24716, 24716, 24716, 0
139310.001216, 9.999877, 37, 7408, 15995.1, 14587, 24521, 28149, 28149, 28149, 0
139320.001875, 10.000659, 40, 11384, 16808.7, 16087, 25887, 26391, 26391, 26391, 0
139330.00124, 9.999365, 43, 6914, 16070.5, 14457, 25549, 32181, 32181, 32181, 0
139340.001711, 10.000471, 37, 9372, 15401.0, 15207, 19280, 24270, 24270, 24270, 0
139350.001263, 9.999552, 48, 8886, 16331.4, 15326, 21622, 24270, 41701, 41701, 0
139360.001284, 10.000021, 46, 8534, 15200.9, 14983, 20017, 20571, 20571, 20571, 0
139370.002845, 10.001561, 44, 10302, 17337.9, 16470, 25194, 27221, 27221, 27221, 0
139380.001207, 9.998362, 44, 9288, 16993.6, 16206, 25220, 28653, 28653, 28653, 0
139390.001608, 10.000401, 36, 11118, 15611.2, 14348, 21665, 23457, 23457, 23457, 0
139400.00134, 9.999732, 44, 9308, 16180.4, 15859, 24775, 25115, 25115, 25115, 0
139410.001206, 9.999866, 37, 8651, 16085.9, 16187, 21574, 24662, 24662, 24662, 0
139420.001428, 10.000222, 35, 10250, 16480.7, 16113, 22928, 25526, 25526, 25526, 0
139430.001354, 9.999926, 37, 8070, 16311.6, 15145, 23324, 33749, 33749, 33749, 0
139440.001299, 9.999945, 31, 8228, 14531.9, 14406, 19964, 23592, 23592, 23592, 0
139450.001613, 10.000314, 33, 8768, 16891.7, 16271, 23132, 30181, 30181, 30181, 0
139460.001599, 9.999986, 38, 8746, 16384.6, 15745, 23154, 24809, 24809, 24809, 0
139470.001258, 9.999659, 42, 8391, 15921.7, 16224, 21412, 25442, 25442, 25442, 0
139480.001641, 10.000383, 32, 11204, 16405.3, 15641, 21673, 30795, 30795, 30795, 0
139490.001593, 9.999952, 44, 8269, 16289.7, 15447, 26008, 30963, 30963, 30963, 0
139500.001234, 9.999641, 28, 7207, 16611.1, 16317, 22654, 25853, 25853, 25853, 0
139510.001321, 10.000087, 35, 9756, 16228.0, 15808, 20963, 27934, 27934, 27934, 0
